land,aar,financial_allocation,humanitarian_allocation,military_allocation,total_allocation,financial_commitment,humanitarian_commitment,military_commitment,total_commitment,per_capita_eur,andel_bnp_pct
Sweden,2024,0.0,0.20153014082677012,2.207846906017325,2.409377046844095,0.0,0.0038002621775058486,9.83187662687806,9.835676889055566,227.9511239944349,0.4482978816932087
Sweden,2025,0.029117836311392347,0.34182082575971273,3.7113559419007234,4.082294603971828,2.593522663205234,0.1566867482385272,3.6712163526465535,6.421425764090314,386.225827406585,0.7595673021809971
Sweden,2026,0.0,0.12783160642345592,1.2106581946015973,1.3384898010250532,0.0,0.0,0.0,0.0,126.63449873833359,0.249044516819589
Switzerland,2022,0.0973549590414203,0.2303040012087628,0.0,0.3276589602501831,0.0973549590414203,0.2303040012087628,0.0,0.3276589602501831,36.38398498288985,0.0484032005687415
Switzerland,2023,0.009836369536092864,0.33180999339837997,0.0,0.3416463629344728,0.009836369536092864,1.4304563601829114,0.0,1.4402927297190042,37.937177512177755,0.05046948026714035
Switzerland,2024,0.1181021838564257,0.16598914525033046,0.0,0.28409132910675616,0.16490162226316482,0.13402605567029763,0.0,0.29892767793346237,31.54613761850774,0.041967201422159144
Switzerland,2025,0.0,0.17391124090237464,0.0,0.17391124090237464,0.0,3.7357789711191933,0.0,3.7357789711191933,19.311493793779754,0.0256909216464855
Switzerland,2026,0.0,0.035009600288829205,0.0,0.035009600288829205,0.0,0.0,0.0,0.0,3.8875444461922846,0.005171769767314714
Taiwan,2022,0.0,0.014049917785172351,0.0,0.014049917785172351,0.0,0.07009911277914603,0.0,0.07009911277914603,,0.002144181176490116
Taiwan,2023,0.0,0.01266718912411713,0.0,0.01266718912411713,0.0,0.0,0.0,0.0,,0.0019331606699959842
Taiwan,2024,0.004,0.010840512435514489,0.0,0.01484051243551449,0.004,0.010590512435514489,0.0,0.014590512435514489,,0.002264835132863186
Taiwan,2025,0.0,0.006239800252589295,0.0,0.006239800252589295,0.0,0.006239800252589295,0.0,0.006239800252589295,,0.0009522662303960318
Taiwan,2026,0.0,0.0049,0.0,0.0049,0.0,0.0049,0.0,0.0049,,0.0007477970992748186
Turkiye,2022,0.0,0.004541827216951435,0.06624320681336232,0.07078503403031375,0.0,0.004541827216951435,0.06624320681336232,0.07078503403031375,0.8277144801216397,0.010221821338419689
United Kingdom,2022,2.09664569157844,0.2681691223610251,3.5929844816435152,5.957799295582981,2.09664569157844,0.2681691223610251,6.222669257275795,8.587484071215261,86.06302972269063,0.2250296808537461
United Kingdom,2023,0.7034961661032796,0.28654371406691653,2.577481968999883,3.5675218491700793,3.4710586564063273,0.32248166653240673,0.0,3.793540322938734,51.53442130370207,0.13474745679208952
United Kingdom,2024,0.9170856100650016,0.38951854209579834,2.6661666710583907,3.9727708232191903,0.0066801860908982475,0.38951854209579834,19.10777012729968,19.503968855486377,57.38842087104831,0.15005395551288206
United Kingdom,2025,0.03597845316675004,0.3132127103219113,5.440067947111656,5.789259110600316,0.03597845316675004,0.423444209027035,0.0,0.459422662193785,83.62839266461035,0.21866381618526046
United Kingdom,2026,0.0,0.10143785754474034,0.6204650040502577,0.7219028615949981,0.0,0.0,0.0,0.0,10.428204165992517,0.027266707469076047
United States,2022,12.689472939855019,1.8672796537908225,20.88210634935899,35.43885894300484,24.260112515411038,2.54059120483113,43.701636713095134,70.50234043333731,104.19792418763265,0.17977620496389574
United States,2023,9.233871257062935,0.6741695368338486,23.110890785617574,33.01893157951436,0.0,0.0,0.0,0.0,97.0828133888881,0.16750026350663064
United States,2024,25.37383821093797,0.9251315799659648,20.140971181164915,46.43994097206885,25.704446622625092,0.8768690319659649,21.87968022442883,48.46099587901989,136.5434890685415,0.23558310272159064
United States,2025,0.0,0.0,0.48291787761982946,0.48291787761982946,0.0,0.0,0.0,0.0,1.4198831988922083,0.0024497725360553275
