land,aar,maaned,kategori,maal,sum_eur,sum_nok
Australia,2022,2,Military,Allocation,2645059.4697537445,26309084.015905622
Australia,2022,3,Humanitarian,Allocation,65300423.254258,636904868.1512079
Australia,2022,3,Military,Allocation,77611158.78579845,760412054.746702
Australia,2022,4,Military,Allocation,69697491.78044824,667705694.8213234
Australia,2022,5,Military,Allocation,40612799.185197756,418726082.1592259
Australia,2022,7,Humanitarian,Allocation,538485.7012814678,5581458.142352542
Australia,2022,7,Military,Allocation,72830191.09831853,749845081.5100679
Australia,2022,10,Humanitarian,Allocation,17448945.677462243,181311994.53451017
Australia,2022,10,Military,Allocation,50378261.01706415,521011975.43847746
Australia,2023,2,Military,Allocation,21271384.186981905,232645128.8530211
Australia,2023,6,Humanitarian,Allocation,6189215.573191693,72463335.93092835
Australia,2023,6,Military,Allocation,61892155.731916934,724633359.3092835
Australia,2023,7,Military,Allocation,44763393.491544686,507214011.6526928
Australia,2023,10,Military,Allocation,12021529.46640802,142160596.70500803
Australia,2024,2,Military,Allocation,30241848.3817731,343577639.4653242
Australia,2024,4,Military,Allocation,60718560.79662753,716448658.1198065
Australia,2024,5,Humanitarian,Allocation,18998325.807359204,216257942.66516978
Australia,2024,7,Humanitarian,Allocation,615106.4802804886,7273941.682556918
Australia,2024,7,Military,Allocation,153776620.07012215,1794957597.7685008
Australia,2024,10,Military,Allocation,150773264.83651733,1790206360.0363886
Australia,2024,11,Military,Allocation,8606632.962233275,102935330.22830997
Australia,2024,12,Humanitarian,Allocation,46029167.536368676,541395068.5627683
Australia,2025,3,Military,Commitment,0.0,0.0
Australia,2025,12,Military,Allocation,53874363.36435272,634747749.1588038
Australia,2026,1,Humanitarian,Allocation,5778947.020815217,66700606.514249235
Austria,2022,2,Humanitarian,Allocation,1041781.8828855833,10392399.350913426
Austria,2022,3,Financial,Allocation,10000000.0,98325000.0
Austria,2022,3,Military,Allocation,3255638.6286873217,31916002.16861042
Austria,2022,5,Humanitarian,Commitment,0.0,0.0
Austria,2022,6,Humanitarian,Allocation,10817903.35903084,109293277.63628858
Austria,2022,9,Humanitarian,Allocation,626835159.2368381,6270508995.756898
Austria,2022,9,Humanitarian,Commitment,0.0,0.0
Austria,2022,11,Financial,Allocation,10000000.0,103219999.99999999
Austria,2022,11,Humanitarian,Allocation,15320712.215819774,156018472.84980068
Austria,2022,12,Financial,Allocation,20000000.0,206732000.0
Austria,2022,12,Humanitarian,Allocation,5000000.0,52416500.0
Austria,2023,1,Humanitarian,Allocation,5000000.0,54541500.0
Austria,2023,2,Humanitarian,Allocation,3147960.0,34429238.519999996
Austria,2023,3,Humanitarian,Allocation,18000000.0,205578000.0
Austria,2023,4,Humanitarian,Allocation,1157943.2577411497,13355138.563157551
Austria,2023,5,Humanitarian,Allocation,2000000.0,23643600.0
Austria,2023,6,Humanitarian,Allocation,1000000.0,11797500.0
Austria,2023,7,Financial,Allocation,15000000.0,171780000.0
Austria,2023,9,Humanitarian,Allocation,1000000.0,11430000.0
Austria,2023,10,Financial,Allocation,40000000.0,460660000.0
Austria,2024,5,Humanitarian,Allocation,5000000.0,58210000.0
Austria,2024,6,Humanitarian,Allocation,10000000.0,114025000.0
Austria,2024,7,Humanitarian,Allocation,737729.237332307,8633276.399881324
Austria,2024,11,Humanitarian,Allocation,8000000.0,93152000.0
Austria,2024,12,Financial,Allocation,10000000.0,116290000.0
Austria,2024,12,Humanitarian,Allocation,11170000.0,130418686.0
Austria,2025,5,Humanitarian,Commitment,0.0,0.0
Austria,2025,6,Humanitarian,Allocation,0.0,0.0
Austria,2025,8,Humanitarian,Allocation,2000000.0,23901000.0
Austria,2025,10,Humanitarian,Allocation,5000000.0,58215000.0
Austria,2025,11,Financial,Allocation,14705627.930312624,173004359.78616285
Austria,2025,12,Humanitarian,Allocation,2045000.0,24208195.0
Austria,2026,1,Humanitarian,Allocation,6000000.0,69990000.0
Austria,2026,2,Humanitarian,Allocation,17600000.0,198070400.0
Belgium,2022,2,Military,Allocation,76000000.0,758145600.0
Belgium,2022,3,Humanitarian,Allocation,3630000.0,35796318.0
Belgium,2022,3,Military,Allocation,11000000.0,105856300.0
Belgium,2022,4,Humanitarian,Commitment,0.0,0.0
Belgium,2022,5,Military,Allocation,2646400.0,26413189.12
Belgium,2022,7,Humanitarian,Allocation,800000.0,8221040.000000001
Belgium,2022,7,Military,Allocation,10639008.0,109329637.9104
Belgium,2022,8,Financial,Allocation,3100000.0,30784550.0
Belgium,2022,8,Military,Allocation,8000000.0,77120000.0
Belgium,2022,9,Military,Allocation,26761099.4,272923072.2309
Belgium,2022,10,Military,Allocation,3235699.0,33229010.880500004
Belgium,2022,11,Financial,Allocation,4960000.0,51393040.0
Belgium,2022,11,Military,Allocation,7285280.0,75027456.08
Belgium,2022,12,Military,Allocation,1444400.0,15142078.52
Belgium,2023,1,Humanitarian,Allocation,600000.0,6447600.0
Belgium,2023,1,Military,Allocation,94039642.0,1011866547.92
Belgium,2023,3,Military,Allocation,3448471.600000024,39480516.806920275
Belgium,2023,5,Financial,Allocation,8000000.0,93048000.0
Belgium,2023,5,Humanitarian,Allocation,24000000.0,279144000.0
Belgium,2023,5,Military,Allocation,60000000.0,697860000.0
Belgium,2023,6,Financial,Allocation,1500000.0,17634450.0
Belgium,2023,6,Humanitarian,Allocation,16310000.0,190864538.0
Belgium,2023,6,Military,Allocation,1500000.0,17275500.0
Belgium,2023,7,Military,Allocation,685016.5316659561,7767744.960826109
Belgium,2023,10,Financial,Allocation,1000000.0,11516000.0
Belgium,2023,11,Humanitarian,Allocation,2500000.0,29210000.0
Belgium,2023,12,Financial,Allocation,10000000.0,114495000.0
Belgium,2023,12,Financial,Commitment,0.0,0.0
Belgium,2023,12,Humanitarian,Allocation,2000000.0,22731000.0
Belgium,2023,12,Humanitarian,Commitment,0.0,0.0
Belgium,2023,12,Military,Allocation,21000000.0,240439500.0
Belgium,2023,12,Military,Commitment,0.0,0.0
Belgium,2024,2,Military,Allocation,534000000.0,6131828000.0
Belgium,2024,3,Financial,Allocation,10000000.0,116824999.99999999
Belgium,2024,3,Humanitarian,Allocation,15000000.0,175237500.0
Belgium,2024,3,Military,Allocation,512000000.0,5914696000.0
Belgium,2024,4,Humanitarian,Allocation,9000000.0,106195500.0
Belgium,2024,4,Military,Allocation,204300000.0,2410637850.0
Belgium,2024,5,Financial,Allocation,10000000.0,117080000.0
Belgium,2024,5,Humanitarian,Allocation,8000000.0,93136000.0
Belgium,2024,7,Humanitarian,Allocation,51590000.0,607024425.0
Belgium,2024,12,Humanitarian,Allocation,200000.0,2368700.0
Belgium,2025,1,Humanitarian,Allocation,150000000.0,1769250000.0
Belgium,2025,4,Military,Commitment,0.0,0.0
Belgium,2025,5,Military,Allocation,703698313.0,8187529871.755
Belgium,2025,6,Humanitarian,Allocation,0.0,0.0
Belgium,2025,6,Military,Allocation,156301687.06582862,1846313678.4651005
Belgium,2025,7,Military,Allocation,140000000.0,1672440000.0
Belgium,2025,8,Military,Allocation,100000000.0,1174650000.0
Belgium,2026,2,Humanitarian,Allocation,80342.875,900523.1144375
Bulgaria,2022,2,Humanitarian,Allocation,0.0,0.0
Bulgaria,2022,4,Humanitarian,Allocation,706000.0,6988693.999999999
Bulgaria,2022,4,Military,Allocation,3512424.838000351,33577025.238864355
Bulgaria,2022,5,Humanitarian,Allocation,0.0,0.0
Bulgaria,2022,5,Military,Allocation,0.0,0.0
Bulgaria,2022,12,Military,Allocation,18887864.54702853,198974209.07067204
Bulgaria,2023,7,Military,Allocation,2782765.770537547,31300549.387006324
Bulgaria,2023,8,Humanitarian,Allocation,163238.9902597844,1886471.5629808512
Bulgaria,2024,2,Humanitarian,Allocation,100000.0,1137600.0
Bulgaria,2024,4,Financial,Allocation,60000.0,693990.0
Bulgaria,2024,6,Humanitarian,Allocation,511299.72389814927,5875345.127313633
Bulgaria,2024,9,Military,Allocation,0.0,0.0
Bulgaria,2024,11,Humanitarian,Allocation,475007.1581961348,5656860.24695777
Bulgaria,2024,12,Military,Allocation,0.0,0.0
Bulgaria,2026,1,Humanitarian,Allocation,16304.0,191087.7712
Bulgaria,2026,2,Humanitarian,Allocation,0.0,0.0
Bulgaria,2026,2,Military,Allocation,0.0,0.0
Canada,2022,1,Humanitarian,Allocation,35008518.739559956,350487785.3611045
Canada,2022,1,Military,Allocation,230356053.30630457,2306209627.6760683
Canada,2022,2,Financial,Allocation,346687745.28157985,3490902913.5638123
Canada,2022,2,Military,Allocation,36748900.999847464,368103271.3455645
Canada,2022,3,Humanitarian,Allocation,35843187.61259436,353406661.22265786
Canada,2022,3,Military,Allocation,12903547.54053397,127123169.65983255
Canada,2022,3,Military,Commitment,0.0,0.0
Canada,2022,4,Financial,Allocation,732476464.374658,7002108761.189543
Canada,2022,4,Humanitarian,Commitment,0.0,0.0
Canada,2022,4,Military,Allocation,31516310.235004906,303797115.87110084
Canada,2022,4,Military,Commitment,0.0,0.0
Canada,2022,5,Financial,Allocation,183981561.70239812,1888018786.1900096
Canada,2022,5,Humanitarian,Allocation,9567041.208524702,98567164.97793895
Canada,2022,5,Military,Allocation,108917084.5278197,1109307259.2434008
Canada,2022,6,Financial,Allocation,147745206.67539707,1527242201.4035795
Canada,2022,6,Humanitarian,Allocation,165991739.6998086,1715856613.2769215
Canada,2022,6,Military,Allocation,193060581.95443296,1998142071.2191544
Canada,2022,8,Financial,Allocation,2943875.2102768,28684531.273895085
Canada,2022,10,Financial,Allocation,407493272.65532255,4187044363.5338354
Canada,2022,10,Military,Allocation,34873367.62960032,363188687.1784725
Canada,2022,11,Humanitarian,Allocation,7294865.078154532,75126168.00737445
Canada,2022,11,Military,Allocation,754289049.0811787,7781283034.133337
Canada,2022,12,Financial,Allocation,81217817.55222268,851430746.745216
Canada,2022,12,Humanitarian,Allocation,79979864.28261538,837221221.3239895
Canada,2023,1,Military,Allocation,71503436.10790798,762722046.7917303
Canada,2023,2,Military,Allocation,38816499.784783065,424536058.1461724
Canada,2023,3,Military,Allocation,21402803.418397497,242707790.7646276
Canada,2023,4,Financial,Allocation,1622541305.3194566,18729805557.955147
Canada,2023,4,Military,Allocation,66321375.85493279,768409229.706027
Canada,2023,5,Military,Allocation,17990941.2284334,211744382.78804693
Canada,2023,6,Military,Commitment,0.0,0.0
Canada,2023,7,Humanitarian,Allocation,1847092.0516403937,20929400.0371373
Canada,2023,7,Military,Allocation,33384478.562981933,375508614.87642074
Canada,2023,9,Humanitarian,Allocation,5740860.898578124,65600817.48805222
Canada,2023,9,Military,Allocation,524977520.7253971,5998804003.781128
Canada,2023,10,Military,Allocation,69087449.00875214,794180952.5903084
Canada,2023,11,Military,Allocation,40464111.09237772,474826111.6135064
Canada,2023,11,Military,Commitment,0.0,0.0
Canada,2024,1,Military,Allocation,13669605.631877521,156240858.45123369
Canada,2024,2,Financial,Commitment,0.0,0.0
Canada,2024,2,Humanitarian,Allocation,106135300.29131639,1208774935.0178018
Canada,2024,2,Military,Allocation,106423674.1179586,1204425900.6777763
Canada,2024,2,Military,Commitment,0.0,0.0
Canada,2024,3,Financial,Allocation,1358137450.3006573,15676980588.820486
Canada,2024,3,Military,Allocation,32255764.444640614,374118483.91116416
Canada,2024,4,Financial,Commitment,0.0,0.0
Canada,2024,4,Military,Allocation,19212814.95240377,226701610.03088826
Canada,2024,5,Military,Allocation,51422104.12360987,600275932.4869598
Canada,2024,6,Financial,Allocation,10440854.929744571,119051848.33641247
Canada,2024,6,Humanitarian,Allocation,25085170.935100593,286033661.58748454
Canada,2024,6,Military,Allocation,6330176.294094828,72363410.30594502
Canada,2024,7,Military,Allocation,37664122.58385238,439634470.8600169
Canada,2024,7,Military,Commitment,0.0,0.0
Canada,2024,8,Humanitarian,Allocation,10432366.310766118,123122787.19966173
Canada,2024,9,Military,Allocation,81961771.13020712,967271841.9931393
Canada,2024,10,Financial,Allocation,266792716.558838,3131959737.499167
Canada,2024,10,Financial,Commitment,0.0,0.0
Canada,2024,10,Military,Allocation,36217111.272862256,427778409.7994126
Canada,2025,1,Military,Allocation,297912962.3247459,3503605393.4201736
Canada,2025,2,Financial,Allocation,1678601523.4987426,19680763562.26101
Canada,2025,2,Humanitarian,Allocation,11548778.481671348,134560592.47919372
Canada,2025,2,Military,Allocation,86479810.68042842,1006842190.7389423
Canada,2025,3,Humanitarian,Allocation,32220350.373295777,371445865.2084657
Canada,2025,4,Military,Allocation,0.0,0.0
Canada,2025,6,Financial,Allocation,1459964332.1343288,16707101834.779192
Canada,2025,6,Humanitarian,Allocation,7871112.051506816,89868421.84807907
Canada,2025,6,Military,Allocation,102161125.24196717,1175582884.222653
Canada,2025,6,Military,Commitment,0.0,0.0
Canada,2025,7,Financial,Allocation,125141804.7080523,1480490120.598613
Canada,2025,8,Humanitarian,Allocation,19470070.819345426,230379612.96990478
Canada,2025,8,Military,Allocation,1245566376.825348,14738164153.78593
Canada,2025,9,Humanitarian,Allocation,1848827.5352047577,21609096.231473207
Canada,2025,10,Military,Allocation,25798112.41140245,302715051.03539634
Canada,2025,11,Military,Allocation,89240654.34940484,1046659014.5369947
Canada,2025,12,Financial,Commitment,0.0,0.0
Canada,2025,12,Military,Allocation,176270487.5786001,2079608287.8053803
Canada,2026,2,Humanitarian,Allocation,12391228.249522164,139494252.01899576
Canada,2026,2,Military,Allocation,285772701.50460494,3219208185.0258207
Canada,2026,2,Military,Commitment,0.0,0.0
China,2022,3,Humanitarian,Allocation,2145430.326683743,20819971.033581268
China,2023,3,Humanitarian,Allocation,200000.0,2244100.0
China,2026,2,Humanitarian,Allocation,0.0,0.0
Croatia,2022,2,Humanitarian,Allocation,1207892.1816855671,12184974.750407664
Croatia,2022,2,Military,Allocation,16459190.168023111,163711335.0062419
Croatia,2022,4,Humanitarian,Allocation,200695.9789353904,1908217.3677176917
Croatia,2022,5,Humanitarian,Commitment,0.0,0.0
Croatia,2022,6,Humanitarian,Allocation,33000.0,333399.0
Croatia,2022,11,Military,Allocation,62332533.72104244,646232543.3529074
Croatia,2022,12,Humanitarian,Allocation,3000000.0,31292700.0
Croatia,2023,1,Humanitarian,Allocation,2155256.7555019036,23192562.689200483
Croatia,2023,2,Military,Allocation,44208276.11093445,484279560.65723145
Croatia,2023,3,Military,Allocation,500000.0,5678500.0
Croatia,2023,4,Humanitarian,Allocation,29771015.0,334462468.01750004
Croatia,2023,4,Military,Allocation,29771015.0,334462468.01750004
Croatia,2023,6,Humanitarian,Allocation,43967356.00016676,509977362.24593425
Croatia,2023,6,Military,Allocation,27554704.33617741,319607015.5953218
Croatia,2023,7,Financial,Allocation,1000000.0,11248000.0
Croatia,2023,7,Humanitarian,Allocation,1000000.0,11180500.0
Croatia,2023,8,Military,Allocation,30000000.0,345585000.0
Croatia,2023,10,Humanitarian,Allocation,5000000.0,57476500.0
Croatia,2024,8,Humanitarian,Allocation,1055131.507256427,12304943.637624454
Croatia,2024,9,Humanitarian,Allocation,4000000.0,47748000.0
Croatia,2024,10,Humanitarian,Allocation,1000000.0,11912000.0
Croatia,2025,1,Humanitarian,Allocation,2000000.0,23518000.0
Croatia,2025,1,Military,Allocation,0.0,0.0
Croatia,2025,3,Military,Allocation,0.0,0.0
Croatia,2025,8,Military,Allocation,30000000.0,354975000.0
Croatia,2025,12,Military,Allocation,15000000.0,177645000.0
Croatia,2026,1,Humanitarian,Allocation,500000.0,5896750.0
Croatia,2026,2,Humanitarian,Allocation,3000000.0,33772500.0
Cyprus,2022,3,Humanitarian,Allocation,2000000.0,19596000.0
Cyprus,2022,6,Humanitarian,Allocation,500000.0,5051500.0
Cyprus,2022,12,Humanitarian,Allocation,500000.0,5211360.0
Cyprus,2023,3,Military,Allocation,0.0,0.0
Cyprus,2023,4,Humanitarian,Allocation,0.0,0.0
Cyprus,2023,7,Financial,Allocation,1000000.0,11248000.0
Czechia,2022,1,Military,Allocation,1495706.1207968537,14995949.567109255
Czechia,2022,2,Humanitarian,Allocation,12276365.541060353,123841520.30510862
Czechia,2022,2,Military,Allocation,7697549.228225821,76787672.0810895
Czechia,2022,3,Humanitarian,Allocation,4718769.016778232,46412868.29522733
Czechia,2022,3,Military,Allocation,4638869.860036512,45760896.678779446
Czechia,2022,4,Humanitarian,Allocation,757102.548086243,7233396.622654922
Czechia,2022,5,Humanitarian,Commitment,0.0,0.0
Czechia,2022,6,Humanitarian,Allocation,4603800.923774277,46808035.00058617
Czechia,2022,11,Military,Allocation,0.0,0.0
Czechia,2022,12,Humanitarian,Allocation,8500000.0,88977150.0
Czechia,2023,2,Humanitarian,Allocation,2202468.9782163296,24126946.421870783
Czechia,2023,4,Humanitarian,Allocation,1138670.282365881,13295118.559535775
Czechia,2023,4,Military,Allocation,37030.68287410161,434073.664650219
Czechia,2023,5,Humanitarian,Allocation,283435.40653264883,3350716.688947668
Czechia,2023,6,Humanitarian,Allocation,2722082.824981009,32177017.2954889
Czechia,2023,10,Humanitarian,Allocation,633329.3889685979,7497353.306610261
Czechia,2023,11,Military,Allocation,2500000.0,29241250.0
Czechia,2023,12,Humanitarian,Allocation,10000000.0,113150000.0
Czechia,2024,6,Military,Allocation,34940220.95545578,398248638.45028496
Czechia,2024,11,Humanitarian,Allocation,258126.71466301818,2986009.835221794
Czechia,2024,11,Military,Allocation,479021.83978137636,5599765.307044289
Czechia,2024,12,Military,Allocation,1000000.0,11814300.0
Czechia,2025,5,Humanitarian,Allocation,2045.9933509113837,23496.18764186633
Czechia,2025,5,Humanitarian,Commitment,0.0,0.0
Czechia,2025,6,Humanitarian,Allocation,3023671.0245925244,35655128.72199505
Czechia,2025,7,Humanitarian,Allocation,730976.0826038285,8682533.909168275
Czechia,2025,8,Humanitarian,Allocation,405278.6509831991,4812482.517505916
Czechia,2025,9,Humanitarian,Commitment,0.0,0.0
Czechia,2025,10,Humanitarian,Allocation,822524.2912880371,9572948.96415582
Denmark,2022,3,Financial,Allocation,20000000.0,196650000.0
Denmark,2022,3,Humanitarian,Allocation,42739887.40604995,421406741.8461715
Denmark,2022,4,Humanitarian,Allocation,535494.0,5195255.6892
Denmark,2022,4,Military,Allocation,134424768.117275,1287627968.8417537
Denmark,2022,5,Humanitarian,Allocation,20831933.337813318,203163429.87702438
Denmark,2022,8,Humanitarian,Allocation,16000000.0,157820800.0
Denmark,2022,8,Military,Allocation,110225424.4350947,1080650061.1616685
Denmark,2022,9,Financial,Allocation,30291486.715347223,320599037.0978919
Denmark,2022,9,Military,Allocation,131780088.61538613,1319514027.3058612
Denmark,2022,10,Humanitarian,Allocation,18200000.0,192625160.0
Denmark,2022,12,Humanitarian,Allocation,25600000.0,262387199.99999997
Denmark,2022,12,Military,Allocation,59746848.08580275,623213397.6981999
Denmark,2023,1,Military,Allocation,241958122.3284272,2608011982.541279
Denmark,2023,3,Financial,Commitment,0.0,0.0
Denmark,2023,3,Military,Allocation,134306726.19763646,1523038275.0811975
Denmark,2023,3,Military,Commitment,0.0,0.0
Denmark,2023,4,Military,Allocation,13645963.781358797,158347763.71888748
Denmark,2023,5,Humanitarian,Commitment,0.0,0.0
Denmark,2023,5,Military,Allocation,228156921.71184438,2683581713.174714
Denmark,2023,5,Military,Commitment,0.0,0.0
Denmark,2023,6,Military,Allocation,174514638.78825828,2042519332.377775
Denmark,2023,7,Financial,Allocation,64835883.32926434,754185489.0700465
Denmark,2023,7,Humanitarian,Allocation,26547535.734486297,310460156.64695
Denmark,2023,8,Military,Allocation,716361230.2155405,8295463045.895959
Denmark,2023,9,Military,Allocation,777836388.6934007,8884447231.656023
Denmark,2023,10,Military,Allocation,495950750.9937294,5879496153.030663
Denmark,2023,11,Humanitarian,Allocation,44222479.56610854,522814206.1553079
Denmark,2023,11,Military,Commitment,0.0,0.0
Denmark,2023,12,Humanitarian,Allocation,19734480.199015796,222417459.0830075
Denmark,2023,12,Military,Allocation,1180315000.0953007,13553946113.537554
Denmark,2024,1,Humanitarian,Allocation,28294802.338679392,319516909.8321085
Denmark,2024,1,Military,Allocation,235074827.01281977,2686683755.296894
Denmark,2024,2,Humanitarian,Allocation,1341383.3366974378,15415177.305326957
Denmark,2024,2,Military,Allocation,7377608.351835907,83780120.44344856
Denmark,2024,3,Military,Allocation,529733825.51640666,6109750119.860661
Denmark,2024,4,Humanitarian,Allocation,5362224.659339144,62150864.91407035
Denmark,2024,4,Military,Allocation,294922356.2636529,3443071048.200016
Denmark,2024,4,Military,Commitment,0.0,0.0
Denmark,2024,5,Humanitarian,Allocation,33509552.964285508,391994750.57621187
Denmark,2024,5,Military,Allocation,616575774.5428534,7178175167.2279
Denmark,2024,6,Humanitarian,Allocation,4700000.0,53554150.0
Denmark,2024,6,Military,Allocation,160870392.9128749,1841644258.066592
Denmark,2024,7,Military,Allocation,1000000.0,11702500.0
Denmark,2024,8,Humanitarian,Allocation,6841007.000194367,80600300.95178935
Denmark,2024,8,Military,Allocation,104939452.38492662,1231412004.0109212
Denmark,2024,9,Humanitarian,Allocation,75585333.20046036,881268089.1237457
Denmark,2024,9,Military,Allocation,109249748.17980921,1284503914.2241068
Denmark,2024,10,Military,Allocation,321747508.6425927,3820269043.8678246
Denmark,2024,11,Military,Allocation,134079239.55363107,1563296893.5755613
Denmark,2024,12,Humanitarian,Allocation,6140315.0,71596072.9
Denmark,2024,12,Military,Allocation,290989008.7298212,3436317106.355903
Denmark,2025,1,Humanitarian,Allocation,384000000.0,4512960000.0
Denmark,2025,2,Humanitarian,Allocation,54295366.79536679,631753740.3474904
Denmark,2025,2,Humanitarian,Commitment,0.0,0.0
Denmark,2025,2,Military,Allocation,254719004.7190047,2963782979.407979
Denmark,2025,3,Military,Allocation,40216351.20237314,456194179.8641197
Denmark,2025,4,Military,Allocation,897544011.4724879,10274825631.981504
Denmark,2025,5,Military,Allocation,563002680.9651475,6550536193.029491
Denmark,2025,7,Humanitarian,Allocation,90333018.43891296,1066845273.1003404
Denmark,2025,7,Military,Allocation,0.0,0.0
Denmark,2025,8,Military,Allocation,77376565.95431095,917453942.520265
Denmark,2025,9,Humanitarian,Commitment,0.0,0.0
Denmark,2025,9,Military,Allocation,214351176.64790082,2510159454.1352425
Denmark,2025,10,Humanitarian,Allocation,3481502.914739856,40394137.56826918
Denmark,2025,10,Military,Allocation,147294354.08514774,1726658065.7631445
Denmark,2025,11,Humanitarian,Allocation,1300000.0,15142400.0
Denmark,2025,11,Military,Allocation,187467904.4904589,2185969500.310996
Denmark,2025,12,Military,Allocation,154893814.51119867,1856402366.9167159
Denmark,2026,1,Humanitarian,Allocation,20079604.476413157,233656317.4897817
Denmark,2026,2,Humanitarian,Allocation,25434392.653476477,286327675.2965115
Denmark,2026,2,Military,Allocation,72688816.89914593,824900605.0708147
Denmark,2026,2,Military,Commitment,0.0,0.0
EU (Commission and Council),2022,2,Financial,Commitment,0.0,0.0
EU (Commission and Council),2022,3,Financial,Allocation,600000000.0,5881980000.0
EU (Commission and Council),2022,3,Humanitarian,Allocation,415000000.0,4091817000.0
EU (Commission and Council),2022,4,Financial,Allocation,120000000.0,1140960000.0
EU (Commission and Council),2022,4,Humanitarian,Allocation,600000000.0,5704799999.999999
EU (Commission and Council),2022,5,Financial,Allocation,600000000.0,6157200000.0
EU (Commission and Council),2022,5,Humanitarian,Allocation,200000000.0,1969259999.9999998
EU (Commission and Council),2022,6,Humanitarian,Allocation,205000000.0,2087269000.0000002
EU (Commission and Council),2022,7,Financial,Commitment,0.0,0.0
EU (Commission and Council),2022,8,Financial,Allocation,1000000000.0,9863800000.0
EU (Commission and Council),2022,9,Financial,Commitment,0.0,0.0
EU (Commission and Council),2022,10,Financial,Allocation,2000000000.0,20705600000.0
EU (Commission and Council),2022,10,Humanitarian,Allocation,150000000.0,1557345000.0
EU (Commission and Council),2022,11,Financial,Allocation,2500000000.0,26111250000.0
EU (Commission and Council),2022,12,Financial,Allocation,500000000.0,5181000000.0
EU (Commission and Council),2022,12,Financial,Commitment,0.0,0.0
EU (Commission and Council),2022,12,Humanitarian,Allocation,30000000.0,314037000.0
EU (Commission and Council),2023,1,Financial,Allocation,3000000000.0,32238900000.0
EU (Commission and Council),2023,1,Humanitarian,Allocation,5000000.0,53472500.0
EU (Commission and Council),2023,2,Humanitarian,Allocation,485000000.0,5313067500.0
EU (Commission and Council),2023,3,Financial,Allocation,1500000000.0,16554750000.0
EU (Commission and Council),2023,4,Financial,Allocation,1500000000.0,17542500000.0
EU (Commission and Council),2023,4,Humanitarian,Allocation,55000000.0,638220000.0
EU (Commission and Council),2023,5,Financial,Allocation,1500000000.0,17688000000.0
EU (Commission and Council),2023,6,Financial,Allocation,1500000000.0,17398500000.0
EU (Commission and Council),2023,6,Financial,Commitment,0.0,0.0
EU (Commission and Council),2023,7,Financial,Allocation,1500000000.0,16740750000.000002
EU (Commission and Council),2023,8,Financial,Allocation,1500000000.0,17279250000.0
EU (Commission and Council),2023,9,Financial,Allocation,1500000000.0,17140500000.0
EU (Commission and Council),2023,10,Financial,Allocation,1500000000.0,17738250000.0
EU (Commission and Council),2023,10,Humanitarian,Allocation,58000000.0,677486400.0
EU (Commission and Council),2023,11,Financial,Allocation,1500000000.0,17553000000.0
EU (Commission and Council),2023,12,Financial,Allocation,1500000000.0,16972500000.0
EU (Commission and Council),2023,12,Humanitarian,Allocation,47412293.28278416,534360251.44361883
EU (Commission and Council),2024,2,Humanitarian,Allocation,75000000.0,849562500.0
EU (Commission and Council),2024,3,Financial,Allocation,4500000000.0,52076250000.0
EU (Commission and Council),2024,4,Financial,Allocation,1500000000.0,17599500000.0
EU (Commission and Council),2024,4,Humanitarian,Allocation,3570000.0,41387010.0
EU (Commission and Council),2024,6,Financial,Allocation,3244250000.0,37100126750.0
EU (Commission and Council),2024,6,Humanitarian,Allocation,18668759.875453107,214084003.8717585
EU (Commission and Council),2024,7,Financial,Allocation,150000000.0,1790550000.0
EU (Commission and Council),2024,8,Financial,Allocation,4300000000.0,50727100000.0
EU (Commission and Council),2024,9,Humanitarian,Allocation,256000000.0,2998352000.0
EU (Commission and Council),2024,10,Financial,Commitment,0.0,0.0
EU (Commission and Council),2024,11,Humanitarian,Allocation,65000000.0,763002500.0
EU (Commission and Council),2024,12,Financial,Allocation,4200000000.0,49400400000.0
EU (Commission and Council),2025,1,Financial,Allocation,3000000000.0,35271000000.0
EU (Commission and Council),2025,1,Humanitarian,Allocation,140000000.0,1639260000.0
EU (Commission and Council),2025,3,Financial,Allocation,4601720430.107527,53627378279.56989
EU (Commission and Council),2025,4,Financial,Allocation,4500000000.0,51732500000.0
EU (Commission and Council),2025,5,Financial,Allocation,1000000000.0,11688000000.0
EU (Commission and Council),2025,6,Financial,Allocation,1000000000.0,11443500000.0
EU (Commission and Council),2025,7,Financial,Allocation,3380000000.0,39894140000.0
EU (Commission and Council),2025,7,Humanitarian,Allocation,110000000.0,1306250000.0
EU (Commission and Council),2025,8,Financial,Allocation,4050000000.0,47921625000.0
EU (Commission and Council),2025,9,Financial,Allocation,1000000000.0,11619500000.0
EU (Commission and Council),2025,9,Humanitarian,Allocation,40000000.0,463380000.0
EU (Commission and Council),2025,10,Financial,Allocation,4100000000.0,47799750000.0
EU (Commission and Council),2025,11,Financial,Allocation,5900000000.0,68876600000.0
EU (Commission and Council),2025,12,Financial,Allocation,2300000000.0,27341250000.0
EU (Commission and Council),2025,12,Financial,Commitment,0.0,0.0
EU (Commission and Council),2026,1,Humanitarian,Allocation,152838702.46085012,1746084303.803132
EU (Commission and Council),2026,2,Humanitarian,Allocation,100000000.0,1125750000.0
Estonia,2022,2,Military,Allocation,3438577.310679868,34889524.68281328
Estonia,2022,4,Military,Allocation,5000000.0,47761500.0
Estonia,2022,5,Humanitarian,Commitment,0.0,0.0
Estonia,2022,6,Humanitarian,Allocation,393447.99697136576,4114993.91072412
